"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-08-17",,"33.4",,"28.1"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-08-18",,"33.3","38.0","27.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-08-19",,"32.3","38.0","27.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-08-20",,"27.2","36.5",
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-08-21","138.9","27.8","32.8","23.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-08-22","8.9","30.1",,"24.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-08-23","1.0","31.2",,"26.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-08-24","2.0","31.2","35.2","27.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-08-25","0.0","33.1",,"27.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-08-26",,"30.9","36.4","26.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-08-27",,"31.7",,"25.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-08-28",,"31.2","36.0","27.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-08-29",,"30.3","35.1","25.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-08-30","0.0","30.4","34.7","25.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-08-31",,"26.4","34.6",
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-09-01",,"25.1","28.9",
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-09-02",,"28.5",,"23.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-09-03","2.0","31.0",,"25.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-09-04","0.8","28.4","34.5","26.1"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-09-05","0.0","31.0",,"25.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-09-06",,"31.6",,"27.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-09-07",,"30.8","36.2",
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-09-08",,"29.8","33.6","26.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-09-09","0.0","30.2",,"27.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-09-10","5.1","28.3","34.0","25.1"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-09-11","95.0","25.1","32.2","24.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-09-12","40.9","28.0",,"23.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-09-13","2.0","27.6","33.4",
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-09-14","4.1","30.2",,"24.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-09-15","0.0","31.3","35.4","25.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-09-16","2.0","26.1","35.3",
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-09-17","13.0","28.3",,"23.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-09-18","0.0","29.6",,"24.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-09-19",,"31.3","34.4","26.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-09-20",,"30.8",,"26.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-09-21",,"29.4","35.8","25.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-09-22",,"28.4","35.6","26.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-09-23",,"28.1",,
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-09-24","1.0","28.2","33.3","24.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-09-25","4.1","28.8","32.7","24.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-09-26","0.0","29.1","33.2","25.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-09-27",,"29.9",,"26.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-09-28",,"30.8",,"26.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-09-29",,"30.9","35.7","26.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-09-30",,"30.2","35.0","26.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-10-01",,"29.9","35.2","26.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-10-02",,"30.6","35.0","26.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-10-03",,"30.7",,"26.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-10-04","0.8","31.2","36.2","25.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-10-05","0.0","30.3","36.4","26.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-10-06","0.5","30.7","35.4","25.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-10-07","0.0","28.4","34.9","23.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-10-08",,"29.1",,"23.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-10-09",,"28.7",,"23.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-10-10",,"29.2","36.5","22.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-10-11",,"28.8","36.6","22.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-10-12",,"28.6","36.8","22.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-10-13",,"26.6","36.7","20.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-10-14",,"25.9","33.9","19.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-10-15",,"28.0",,"18.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-10-16",,"27.4","34.9","20.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-10-17","3.0","24.2","35.5",
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-10-18","87.9","22.1","30.4","20.1"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-10-19","0.5","25.6",,"19.9"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-10-20","0.0","25.3",,
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-10-21",,"24.6","32.1","16.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-10-22",,"25.9","32.4","17.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-10-23",,"25.2","33.4","18.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-10-24",,"22.9","32.8",
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-10-25",,"21.8","31.5","16.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-10-26",,"21.3","28.4","16.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-10-27",,"20.9","28.0","14.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-10-28",,"21.4","28.2","14.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-10-29",,"22.2",,"14.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-10-30",,"21.7","30.4","14.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-10-31",,"21.7","30.2",
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-11-01",,"21.7",,"13.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-11-02",,"21.7","31.2","14.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-11-03",,"22.0","29.6","15.9"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-11-04",,"20.8","29.9","15.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-11-05",,"20.2","27.8","15.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-11-06",,"20.3",,"14.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-11-07",,"20.3",,"14.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-11-08",,"20.0","29.1","13.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-11-09",,"20.4","29.2","13.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-11-10",,"22.1",,"13.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-11-11",,"18.2","29.6","12.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-11-12",,"18.8",,"12.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-11-13",,"18.3","27.4","11.1"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-11-14",,"18.1","27.4","10.1"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-11-15",,"18.1","28.1","10.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-11-16",,"17.4",,"10.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-11-17",,"17.3","27.0","9.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-11-18",,"18.6","27.4","10.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-11-19",,"18.2","26.8","10.9"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-11-20",,"18.6",,"14.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-11-21",,"17.9",,"9.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-11-22",,"18.3",,"11.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-11-23",,"17.5","27.5","10.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-11-24",,"17.1",,"9.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-11-25",,"17.4","28.8","9.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-11-26",,"17.6","27.8","11.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-11-27",,"17.5","27.6","10.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-11-28",,"17.6","27.0","10.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-11-29",,"16.7","26.8","10.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-11-30",,"17.2","26.1","9.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-12-01",,"17.2","25.6","11.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-12-02",,"16.5","23.0","13.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-12-03",,"17.6",,"12.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-12-04",,"17.9",,"11.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-12-05",,"18.2","26.8","11.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-12-06","0.8","18.2","25.6",
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-12-07","0.0","16.9","24.8","11.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-12-08",,"15.9","25.1","10.1"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-12-09",,"15.6","24.0","8.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-12-10",,"15.3","23.5","9.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-12-11",,"15.0","23.7","8.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-12-12",,"14.3","23.7","6.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-12-13",,"14.1","23.9","6.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-12-14",,"14.3","22.4","7.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-12-15",,"13.7","22.7","7.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-12-16",,"14.0","22.5","8.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-12-17",,"13.3",,
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-12-18",,"11.4","20.4","6.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-12-19",,"10.9",,"4.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-12-20",,"10.8",,"3.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-12-21",,"12.4",,"4.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-12-22",,"12.8",,"4.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-12-23",,"13.4","23.8","5.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-12-24",,"13.9","23.1","6.9"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-12-25",,"14.5",,"7.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-12-26",,"15.6","23.6","9.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-12-27","3.0","15.0",,"10.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-12-28","0.0","12.9","22.6","9.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-12-29","4.1","13.3",,"8.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-12-30","0.0","11.0","21.2","3.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2021-12-31",,"10.7","19.5","3.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-01-01",,"11.4",,"4.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-01-02",,"12.4","20.2","5.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-01-03",,"13.5",,"5.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-01-04",,"15.7",,"8.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-01-05","0.0","13.3","23.2","10.9"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-01-06","8.9","16.2",,"11.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-01-07","0.0","17.0","21.1","13.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-01-08","40.9","15.7","20.3",
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-01-09","7.9","13.6","16.4",
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-01-10","5.1","12.6",,
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-01-11","0.0","12.2","18.1","6.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-01-12",,"11.9","18.3","8.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-01-13",,"11.0","18.1","5.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-01-14",,"10.7","16.7","6.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-01-15",,"10.5","15.4","6.1"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-01-16",,"11.6",,"8.1"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-01-17",,"11.3","17.2","8.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-01-18",,"11.1","16.1","8.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-01-19",,"12.5",,"7.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-01-20",,"12.8",,"9.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-01-21",,"14.1",,"7.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-01-22","5.1","13.1","19.6","11.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-01-23","20.1","12.3",,
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-01-24","0.0","11.0","14.9",
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-01-25",,"10.1","14.8","6.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-01-26",,"11.8",,"5.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-01-27",,"12.5",,"6.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-01-28",,"12.4",,"6.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-01-29",,"13.0",,"5.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-01-30",,"14.8","22.4","7.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-01-31",,"13.9","22.2","6.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-02-01",,"14.2","22.2","7.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-02-02",,"13.8","20.8",
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-02-03","0.5","13.1","23.4","11.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-02-04","1.0","13.6",,
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-02-05","0.0","13.5",,"6.9"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-02-06",,"14.2",,"5.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-02-07",,"18.7",,"8.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-02-08",,"19.2","26.1","11.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-02-09","17.0","16.5","26.0",
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-02-10","0.0","16.1",,"9.1"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-02-11",,"16.4","22.6","8.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-02-12",,"16.4",,"8.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-02-13",,"18.3",,"7.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-02-14",,"18.2",,"8.9"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-02-15",,"19.4","27.0","9.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-02-16",,"18.2","27.0","9.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-02-17",,"19.2",,"10.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-02-18",,"19.9",,"9.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-02-19",,"19.6","28.4","10.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-02-20",,"18.6","25.6","11.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-02-21",,"18.6",,
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-02-22",,"20.0",,
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-02-23",,"19.8","27.1","15.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-02-24",,"19.7",,"12.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-02-25",,"21.0",,"12.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-02-26","9.9","19.2","27.9","13.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-02-27","1.0","19.3",,"12.1"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-02-28","0.0","18.9","25.2","11.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-03-01",,"18.8","25.3","9.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-03-02",,"19.9",,"11.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-03-03",,"22.7",,"13.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-03-04",,"21.1","29.4","15.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-03-05",,"19.3",,"13.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-03-06",,"20.5","27.2","13.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-03-07",,"21.8",,"14.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-03-08",,"21.8","30.6","13.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-03-09",,"22.8","30.8","14.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-03-10",,"22.4","31.1","16.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-03-11",,"19.8","30.0","15.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-03-12",,"24.7",,"15.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-03-13",,"23.9",,"16.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-03-14",,"25.0","32.6","17.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-03-15",,"27.3",,"18.9"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-03-16",,"27.8","34.7","20.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-03-17",,"28.2","35.0","19.9"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-03-18",,"27.7","36.1","21.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-03-19",,"29.1",,"19.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-03-20",,"29.2",,"21.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-03-21",,"28.1","38.3","20.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-03-22",,"28.2","36.6","22.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-03-23",,"27.7",,"18.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-03-24",,"27.0","35.7","21.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-03-25",,"26.6","35.5","19.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-03-26",,"27.4","35.3","20.1"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-03-27",,"28.2",,"20.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-03-28",,"28.7",,
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-03-29",,"28.5","39.1","18.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-03-30",,"28.9","39.2","19.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-03-31",,"29.8","39.6","20.1"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-04-01",,"28.0","39.5","21.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-04-02",,"28.3","39.4","17.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-04-03",,"28.4","39.4","19.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-04-04",,"28.5","39.4","19.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-04-05",,"28.8",,"19.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-04-06",,"29.3",,"18.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-04-07",,"30.4",,"19.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-04-08",,"30.3",,"19.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-04-09",,"31.2","41.6","19.9"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-04-10",,"31.9","42.4","23.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-04-11",,"31.8","41.8","22.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-04-12",,"30.7","42.6","22.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-04-13",,"31.4","40.6","21.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-04-14",,"31.7","40.6","26.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-04-15",,"31.1","39.4","23.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-04-16",,"30.8","40.0","22.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-04-17",,"31.8","40.9","21.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-04-18",,"32.2",,"22.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-04-19",,"32.7","42.6","23.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-04-20",,"33.3","42.6","25.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-04-21",,"30.2","41.2",
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-04-22","0.3","30.2","39.3","22.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-04-23","0.0","30.2","39.5","20.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-04-24",,"31.7","39.5","22.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-04-25",,"32.2","40.6","22.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-04-26",,"31.9","40.8",
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-04-27",,"32.2","41.5","22.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-04-28",,"32.9","43.5",
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-04-29",,"34.4","43.5","25.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-04-30",,"33.8","43.5","25.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-05-01",,"33.3","43.5","25.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-05-02",,"33.6","40.8","27.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-05-03",,"33.1","40.8","28.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-05-04",,"30.2","39.1",
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-05-05",,"29.8","39.1","22.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-05-06",,"32.1","38.4","24.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-05-07","0.0","31.9","39.4","23.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-05-08",,"34.7","40.4",
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-05-09",,"33.7","40.4","27.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-05-10",,"34.0","40.0","28.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-05-11",,"34.7","41.4","28.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-05-12",,"36.1","42.5","29.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-05-13",,"33.8","42.5",
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-05-14",,"37.7","44.2","26.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-05-15",,"36.2","45.6","25.0"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-05-16",,"36.9","45.6","30.8"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-05-17",,"34.6","42.4","27.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-05-18",,"35.0","41.1","29.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-05-19",,"35.3","43.6","27.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-05-20",,"36.7","44.4","28.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-05-21","0.8","33.9","44.4",
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-05-22","0.8","33.5","42.4","23.1"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-05-23","11.9","25.7","39.3","17.2"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-05-24","15.0","27.5","32.5","18.9"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-05-25","0.0","29.6","34.4","23.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-05-26",,"32.2","36.7",
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-05-27",,"33.0","39.3","25.5"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-05-28",,"35.4","40.2","26.9"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-05-29",,"34.7",,"28.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-05-30",,"31.8","40.7",
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-05-31",,"33.2","40.6","20.4"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-06-01",,"35.6",,"24.9"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-06-02",,"35.7","42.0","26.6"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-06-03",,"36.6",,"24.9"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-06-04",,"37.2",,"28.7"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-06-05",,"37.9","44.2",
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-06-06",,"36.9","44.2","26.3"
"IN022021900","NEW DELHI SAFDARJUN, IN","2022-06-07",,"37.6","43.5","27.6"
